Attr1,Attr2,Attr3,Attr4,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr22,Attr23,Attr25,Attr26,Attr29,Attr30,Attr31,Attr33,Attr34,Attr35,Attr36,Attr38,Attr39,Attr40,Attr42,Attr43,Attr44,Attr46,Attr48,Attr49,Attr50,Attr51,Attr55,Attr56,Attr57,Attr58,Attr59,Attr62,Attr63,class
0.11767,0.37332,0.26743,2.3229,0.14871,0.14571,1.6787,1.1986,0.62668,0.14571,0.72082,0.18652,0.14571,833.46,0.43793,2.6787,0.14571,0.16624,76.392,0.13334,0.13425,0.62668,0.36282,4.9982,0.33873,0.16624,3.6177,0.35716,0.13334,0.88891,0.79785,0.15212,0.6139,0.15212,143.86,67.471,1.4154,0.11556,0.13184,1.2578,0.20215,26632.0,0.16567,0.18777,0.83433,0.27314,84.179,4.336,b'0'
0.032153,0.90212,-0.32665,0.58162,-0.39508,0.032153,0.1085,1.4289,0.097879,0.039443,0.041182,0.10966,0.032153,2101.4,0.17369,1.1085,0.032153,0.022502,37.583,0.0,0.022502,-0.18151,0.17369,4.2442,0.62031,0.0583,1.1808,1.022,0.019399,1.4289,0.11332,0.013576,0.035489,0.0,108.92,71.339,0.39318,-0.12454,-0.08716,0.50338,0.78076,-5731.3,0.35477,0.3285,0.66544,0.1578,199.44,1.8301,b'0'
-0.07558,0.93621,-0.21206,0.77349,-0.81931,-0.07558,0.014114,0.93509,0.013214,-0.07558,-0.080729,-0.05642,-0.07558,-5021.6,-0.072686,1.0681,-0.07558,-0.062663,76.378,-0.079093,-0.062663,0.013214,-0.072686,5.0434,0.58871,-0.062663,1.3777,-0.084482,-0.079093,1.2365,0.013214,-0.065576,0.24563,-0.065576,149.55,73.174,0.50391,-0.086623,-0.071819,0.77349,0.93621,-23435.0,-0.069411,-5.7198,1.0694,0.0,283.32,1.2883,b'0'
0.21189,0.23307,0.51912,3.2273,0.88609,0.26461,3.0888,1.1623,0.7199,0.26461,1.1353,0.16083,0.26461,264.98,1.3775,4.2906,0.26461,0.13256,28.859,0.27393,0.10615,0.7199,1.1513,4.2929,0.091467,0.13256,7.3688,1.1753,0.27393,2.0184,0.7199,0.13723,0.28433,0.13723,125.42,96.562,2.5501,0.2175,0.10896,3.2273,0.23307,10189.0,0.13963,0.29434,0.86037,0.0,42.617,8.5647,b'0'
0.046169,0.24793,0.43654,2.7608,0.091786,0.048998,2.9978,1.0231,0.74324,0.048998,0.19763,0.045088,0.048998,937.18,0.38947,4.0334,0.048998,0.022879,61.412,0.055779,0.021558,0.74324,0.37806,4.4037,0.052092,0.022879,8.4432,0.22498,0.055779,2.1514,0.74324,0.026045,0.55303,0.026045,93.288,31.876,1.3074,0.008217,0.0038369,2.7608,0.24793,11059.0,0.022543,0.062119,0.97746,0.0,42.255,8.6379,b'0'
0.069618,0.30977,0.3313,2.0695,0.0,0.087276,2.2282,2.1719,0.69023,0.094844,0.28175,0.057573,0.087276,904.21,0.40367,3.2282,0.087276,0.040184,24.205,0.094125,0.032054,0.65453,0.34666,3.6514,0.11856,0.040198,6.7222,6.7222,0.089612,2.1719,0.69023,0.041259,0.28242,0.043338,93.031,68.826,1.6045,0.056358,0.025949,2.0695,0.30977,1484.7,0.041259,0.10086,0.96006,0.0,52.058,7.0114,b'0'
0.11376,0.52532,0.43301,2.0794,0.0,0.14453,0.90362,1.9759,0.47468,0.16115,0.36028,0.10503,0.14453,923.91,0.39506,1.9036,0.14453,0.073148,36.549,0.15807,0.057574,0.42335,0.33649,4.2896,0.15923,0.074028,4.4798,3.421,0.17875,1.9759,0.47883,0.090465,0.65171,0.080001,105.8,69.252,1.5862,0.095067,0.048115,1.5879,0.40116,8435.6,0.090465,0.23965,0.92723,0.0087259,74.107,4.9253,b'0'
-1.1938,0.61515,0.096169,1.1563,0.0,-1.1938,0.62561,1.3423,0.38485,-1.1932,-1.9407,-0.86108,-1.1938,-194.26,-1.8789,1.6256,-1.1938,-0.88939,0.0,-1.1936,-0.88939,-0.34466,-1.8789,2.8359,0.23222,-0.88897,4.1936,4.1936,-1.2374,1.3423,0.38485,-0.92191,0.49605,-0.88922,110.45,110.45,1.1563,-1.2316,-0.91753,1.1563,0.61515,65.914,-0.92191,-3.102,1.8547,0.0,167.28,2.182,b'0'
0.024596,0.36691,0.15082,1.7885,0.0,0.032662,1.7254,0.80915,0.63309,0.059105,0.17076,0.081739,0.032662,2024.9,0.18026,2.7254,0.032662,0.040365,70.207,0.052715,0.030398,0.61666,0.15828,3.7846,0.44297,0.059059,3.9435,2.0557,0.054887,0.80915,0.80439,0.067833,0.14219,0.065149,142.04,71.836,0.97479,0.019238,0.023776,0.93233,0.19127,918.41,0.067833,0.038851,0.96028,0.27059,86.28,4.2304,b'0'
0.0057495,0.90689,-0.085601,0.88813,-0.012355,0.0057495,0.09367,1.0001,0.084948,0.0057495,0.0075139,0.017836,0.0057495,19599.0,0.018623,1.1027,0.0057495,0.0060717,37.321,0.0090848,0.0060717,0.084948,0.018623,5.4279,0.94059,0.0060717,1.2374,0.010018,0.0090848,0.95656,0.22666,0.009594,0.021232,0.009594,255.69,218.36,0.76159,-0.0020547,-0.0021699,0.74935,0.76518,-22930.0,0.0001126,0.067682,0.99989,1.6682,294.94,1.2375,b'0'
0.22151,0.23873,0.55588,3.3285,0.33983,0.22151,3.1888,2.4917,0.76127,0.22938,0.92787,0.097031,0.22151,360.4,1.0128,4.1888,0.22151,0.088898,8.2321,0.22745,0.088898,0.56832,1.0128,2.4927,-0.051952,0.088898,9.4847,9.4847,0.22745,2.4917,0.76127,0.091283,1.5854,0.091283,60.955,52.723,3.0931,0.20719,0.08315,3.3285,0.23873,172.86,0.091284,0.29098,0.91117,0.0,34.97,10.437,b'0'
0.061482,0.3544,0.63262,2.9018,0.0,0.077513,1.8216,1.9193,0.6456,0.096389,0.23302,0.049884,0.077513,1351.1,0.27015,2.8216,0.077513,0.040385,84.394,0.073015,0.032033,0.62419,0.22492,3.3684,0.13752,0.040385,5.5695,5.2276,0.066659,1.9193,0.6456,0.03473,0.2756,0.038042,166.13,81.736,1.5677,0.054785,0.028543,2.7236,0.33265,1477.5,0.03473,0.095234,0.96095,0.0,63.259,5.7699,b'0'
0.42629,0.3656,0.56465,2.7598,-0.28712,0.17418,1.7352,2.2544,0.6344,0.17738,0.54285,0.096001,0.17418,616.6,0.59195,2.7352,0.17418,0.077264,30.867,0.17375,0.1891,0.62724,1.2815,3.8443,0.0053477,0.078685,6.4857,5.692,0.17332,2.2544,0.65875,0.076881,1.1173,0.077075,85.325,54.458,2.1656,0.13152,0.058338,2.422,0.32086,3945.1,0.076881,0.67196,0.92299,0.038392,51.951,7.0259,b'0'
0.0016624,0.84622,0.017449,1.0206,-0.20233,0.0016624,0.18172,1.6078,0.15378,0.0016647,0.0019661,0.017457,0.0016624,11005.0,0.033168,1.1817,0.0016624,0.001034,89.004,-0.0089578,0.001034,-0.20067,0.033168,3.6975,0.48273,0.0010354,1.9143,1.9128,-0.010835,1.6078,0.15378,-0.006739,0.083621,-0.0055715,179.87,90.864,0.55697,-0.035363,-0.021994,1.0198,0.84556,86.95,-0.006739,0.010811,0.99898,0.0,191.96,1.9015,b'0'
0.0054141,0.43591,0.09781,1.327,0.0,0.0080609,1.294,0.73994,0.56409,0.01406,0.026953,0.067016,0.0080609,3208.6,0.11376,2.294,0.0080609,0.010894,59.141,0.0081734,0.007317,0.50641,0.10768,4.3156,0.58394,0.015737,2.4834,1.7038,-0.0027902,0.73994,0.6077,-0.0037708,0.012812,0.011046,193.89,134.75,0.92616,-0.033353,-0.045076,0.91047,0.29907,2023.1,-0.0037708,0.009598,0.98941,0.077308,147.53,2.4741,b'0'
0.029462,0.83798,0.1548,1.1847,0.0,0.03649,0.19334,3.0503,0.16202,0.066327,0.043545,0.013375,0.03649,7497.3,0.048684,1.1933,0.03649,0.011963,26.836,0.050564,0.0096588,0.13095,0.040298,3.2067,0.27224,0.014694,3.5736,3.5736,0.055655,3.0503,0.16202,0.018246,0.010177,0.016577,117.78,90.942,0.9171,0.046257,0.015165,1.1847,0.83798,249.16,0.018246,0.18184,0.98813,0.0,100.27,3.64,b'0'
0.10071,0.69761,0.40873,1.7224,0.0,0.12843,0.43346,2.0599,0.30239,0.12845,0.22699,0.062752,0.12843,1969.9,0.18529,1.4335,0.12843,0.062346,26.885,0.11851,0.048893,0.22791,0.14557,5.128,0.14119,0.062357,3.394,2.7526,0.13966,2.0599,0.30239,0.0678,0.7203,0.057531,100.47,73.581,1.4543,0.11767,0.057126,1.3969,0.56577,54877.0,0.0678,0.33306,0.93842,0.0,100.25,3.6408,b'0'
0.059803,0.17756,0.41991,3.6984,0.28717,0.077343,3.8463,1.0732,0.68296,0.077343,0.49703,0.092997,0.077343,514.72,0.70913,5.6318,0.077343,0.057123,67.416,0.088884,0.044169,0.68296,0.61034,4.5643,0.046163,0.057123,8.1072,0.50058,0.088884,1.3662,0.70491,0.065647,0.78515,0.065647,122.21,54.795,2.0913,0.040312,0.029773,3.2412,0.15561,15396.0,0.068233,0.087564,0.93177,0.032142,41.95,8.7009,b'0'
0.09292,0.60429,0.36117,1.7288,0.0,0.11709,0.65482,1.029,0.39571,0.11861,0.23626,0.12734,0.11709,1683.2,0.21685,1.6548,0.11709,0.11379,110.08,0.1172,0.090299,0.22633,0.17685,4.4701,0.51483,0.11381,1.7899,1.4679,0.14196,1.029,0.39571,0.13796,0.20738,0.11389,267.44,157.37,1.1026,0.10325,0.10034,1.4178,0.49559,10662.0,0.13796,0.23482,0.88718,0.0,175.79,2.0763,b'0'
0.16981,0.22824,0.64621,3.8313,0.56244,0.21003,3.2135,1.1859,0.73345,0.21003,0.92022,0.18356,0.21003,358.37,1.0185,4.3814,0.21003,0.16585,99.809,0.19627,0.13409,0.73345,0.8423,4.67,0.014993,0.16585,4.6787,0.85992,0.19627,1.2844,0.73345,0.15498,0.92207,0.15498,191.38,91.57,2.3141,0.17383,0.13727,3.8313,0.22824,30224.0,0.15677,0.23153,0.84323,0.0,65.783,5.5485,b'0'
0.013315,0.83716,0.23876,1.3136,0.0,0.017604,0.19451,2.0555,0.16284,0.048703,0.023125,0.0085641,0.017604,17358.0,0.021028,1.1945,0.017604,0.0085641,36.417,0.048703,0.0064776,0.02625,0.015905,2.5635,0.39878,0.023694,2.6377,2.3985,0.04761,2.0555,0.23876,0.023162,0.030162,0.023694,173.49,137.08,1.0442,0.048703,0.023694,1.1945,0.76124,87.4,0.023162,0.081766,0.99145,0.46624,135.17,2.7002,b'0'
-0.07932,1.0509,-0.32699,0.59758,-0.21336,-0.07932,-0.072162,0.94703,-0.075838,-0.07932,-0.097617,-0.014273,-0.07932,-22702.0,-0.016078,0.95152,-0.07932,-0.067,46.034,-0.092593,-0.067,-0.075838,-0.016078,4.9316,0.86031,-0.067,1.5385,-0.088105,-0.092593,1.2135,0.16254,-0.078211,0.042677,-0.078211,139.01,92.979,0.41382,-0.15502,-0.13094,0.46203,0.81256,-27937.0,-0.055929,1.0459,1.0559,-3.1433,250.52,1.457,b'0'
0.054497,0.99994,-0.29975,0.58931,-0.083145,0.054497,-0.10616,1.0766,-0.10615,0.054497,0.074667,0.066373,0.054497,2970.2,0.12289,1.0001,0.054497,0.029436,23.646,0.11298,0.029436,-0.10615,0.12289,3.9983,0.51205,0.029436,2.3561,0.11298,0.11298,1.8958,0.16393,0.061024,0.1735,0.061024,59.833,36.187,0.42498,0.044594,0.024087,0.43014,0.72986,-2985.7,0.071146,-0.51338,0.92885,-2.5443,143.89,2.5366,b'0'
0.045613,0.60997,0.083801,1.1375,0.10426,0.057911,0.60062,1.0328,0.36636,0.057911,0.095042,0.026596,0.057911,3032.4,0.12037,1.6394,0.057911,0.020978,36.03,0.10018,0.016523,0.36636,0.1002,5.2966,0.20845,0.020978,4.3867,0.16424,0.10018,2.7899,0.36701,0.036291,0.068893,0.036291,86.093,50.063,0.69031,0.084675,0.030673,1.1363,0.60932,16590.0,0.031762,0.1245,0.96824,0.0017756,80.563,4.5306,b'0'
0.16036,0.76133,0.25938,1.4123,0.38178,0.16036,0.31312,1.067,0.23839,0.16036,0.25488,0.069568,0.16036,1626.4,0.22442,1.3135,0.16036,0.065295,63.106,0.15054,0.065295,0.23839,0.22442,4.5057,0.24462,0.065295,3.6584,0.19773,0.15054,2.5115,0.37055,0.061294,0.25787,0.061294,107.94,44.835,0.73736,0.14004,0.057021,1.1671,0.62917,8310.7,0.062808,0.6727,0.93719,0.55439,93.505,3.9035,b'0'
-0.20985,0.7154,0.2452,1.5987,-0.022683,-0.25078,0.39782,0.85008,0.2846,-0.01525,-0.61231,-0.28304,-0.25078,-1085.2,-0.33633,1.3978,-0.25078,-0.29501,113.87,-0.020329,-0.24686,0.01581,-0.27911,5.0466,0.83447,-0.26541,2.058,1.1782,0.0071864,0.85008,0.52119,0.0084537,0.094774,-0.023914,264.47,150.6,0.95115,-0.030502,-0.035881,0.91524,0.40957,27298.0,0.0084537,-0.73734,1.2917,0.83129,175.85,2.0756,b'0'
0.020897,0.42579,0.35289,2.054,0.0,0.021445,1.3486,0.99413,0.57421,0.02429,0.06405,0.05463,0.021445,2861.6,0.12755,2.3486,0.021445,0.021572,90.029,0.017712,0.021021,0.47002,0.12626,3.9783,0.23334,0.021612,3.3076,2.6009,-0.11332,0.99413,0.57421,-0.11399,0.58249,0.017816,180.89,90.864,1.3216,-0.015153,-0.015242,1.6152,0.33482,3357.0,-0.11399,0.036393,0.9811,0.0,122.93,2.9691,b'0'
0.37425,0.35679,0.62824,2.7649,0.0,0.46455,1.8027,3.1105,0.64321,0.4646,1.3051,0.15151,0.46455,276.33,1.3209,2.8027,0.46455,0.14935,0.62149,0.45679,0.12032,0.60088,1.0678,3.0724,-0.0314,0.14936,7.4552,7.4378,0.45678,3.1105,0.64321,0.14685,1.3043,0.14685,61.009,60.388,2.75,0.45005,0.14469,2.7584,0.35596,742.19,0.14685,0.58185,0.85103,0.0,41.77,8.7384,b'0'
0.14742,0.22025,0.67338,14.659,0.0,0.14742,3.5404,0.5616,0.77975,0.14773,2.9902,0.26249,0.14742,545.33,0.66932,4.5404,0.14742,0.26249,0.0,0.0,0.26249,0.59558,0.66932,3.7348,0.33324,0.56252,8.2943,1.8566,0.036868,0.5616,0.77975,0.065648,0.67324,0.0,448.12,448.12,14.659,0.0,0.0,3.2812,0.049301,3656.3,0.27188,0.18906,0.72868,0.0,32.042,11.391,b'0'
0.1037,0.527,0.26549,1.6027,0.096537,0.13205,0.89037,1.0994,0.46922,0.13205,0.29977,0.10269,0.13205,1139.0,0.32045,1.8975,0.13205,0.080297,94.519,0.15471,0.063058,0.46922,0.26666,4.1899,0.3037,0.080297,3.3958,0.29357,0.15471,1.6639,0.5557,0.094072,0.08469,0.094072,148.41,53.893,0.63592,0.11789,0.071681,1.3397,0.44051,4111.0,0.090414,0.22101,0.90959,0.18431,97.768,3.7333,b'0'
0.13572,0.55969,0.12384,1.2356,0.24588,0.1688,0.76968,1.0725,0.43078,0.1688,0.32115,0.086454,0.1688,1055.7,0.34574,1.7867,0.1688,0.075419,40.289,0.16024,0.060638,0.43078,0.28663,4.315,0.23469,0.075419,3.9704,0.28631,0.16024,2.2689,0.46485,0.071594,0.067184,0.071594,100.15,59.863,0.76557,0.13554,0.060558,1.1604,0.52563,2558.0,0.0676,0.31506,0.9324,0.07907,85.717,4.2582,b'0'
0.23093,0.60061,0.39544,1.6866,0.0,0.23093,0.66496,2.1963,0.39939,0.23106,0.40096,0.10815,0.23093,922.97,0.39546,1.665,0.23093,0.10514,43.671,0.23399,0.10514,0.29845,0.39546,4.0751,0.10965,0.10521,3.4085,3.2685,0.23319,2.1963,0.40218,0.10617,0.62699,0.10654,101.42,57.749,1.2303,0.2274,0.10354,1.6173,0.57595,4701.3,0.10617,0.57822,0.88787,0.0069849,95.715,3.8134,b'0'
0.082791,0.53841,0.1476,1.2783,0.23745,0.099691,0.82727,1.0841,0.44541,0.099691,0.18795,0.093392,0.099691,1661.3,0.21971,1.8573,0.099691,0.078703,24.304,0.094392,0.065361,0.44541,0.18833,5.0565,0.42407,0.078703,2.2027,0.17532,0.094392,1.3004,0.4534,0.074519,0.16692,0.074519,169.86,145.56,1.1193,0.075786,0.059831,1.2593,0.53042,16812.0,0.077604,0.18588,0.9224,0.017943,152.84,2.3881,b'0'
0.06356,0.84654,0.032497,1.0457,0.0,0.072484,0.18127,0.99845,0.15346,0.074773,0.10192,0.10942,0.072484,2828.3,0.12905,1.1813,0.072484,0.072596,51.627,0.069066,0.063659,0.093754,0.11851,4.2127,0.80826,0.074889,1.2871,1.0813,0.083101,0.99845,0.262,0.08323,0.055666,0.069173,257.4,205.77,0.84712,0.032299,0.032349,0.87851,0.7112,530.31,0.08323,0.41419,0.92789,0.70732,259.99,1.4039,b'0'
0.054282,0.89452,0.069634,1.0825,-0.58557,0.071691,0.11792,2.6363,0.10548,0.10555,0.084943,0.034215,0.071691,3619.7,0.10084,1.1179,0.071691,0.027193,41.106,0.10555,0.02059,-0.1259,0.081376,4.134,0.32699,0.039369,2.9926,2.8235,0.11062,2.6363,0.11246,0.04196,0.067015,0.040038,118.66,77.554,0.73072,0.087043,0.033017,1.0213,0.84398,948.0,0.04196,0.51462,0.97289,0.066156,116.85,3.1237,b'0'
0.046228,0.57146,0.30438,1.5326,0.0,0.048321,0.74991,2.2734,0.42854,0.064951,0.084558,0.03863,0.048321,2375.1,0.15368,1.7499,0.048321,0.021255,38.239,0.064951,0.020334,0.38548,0.15002,3.9766,0.24897,0.028415,3.8657,3.8657,0.064317,2.2734,0.42854,0.028291,0.014266,0.02857,139.31,101.07,1.1159,0.025451,0.011195,1.5326,0.57146,2884.0,0.028291,0.10787,0.97875,0.0,91.749,3.9783,b'0'
0.06072,0.31985,0.61676,2.9283,0.18992,0.06072,2.1264,3.4181,0.68015,0.065877,0.18984,0.026737,0.06072,1277.4,0.28573,3.1264,0.06072,0.017764,72.658,0.065168,0.017764,0.25064,0.28573,3.3757,0.075467,0.017807,10.255,10.255,0.13815,3.4181,0.68015,0.040417,0.22891,0.019065,92.197,19.539,0.80097,0.034497,0.010092,2.9283,0.31985,1464.9,0.040417,0.089274,0.98275,0.0,34.155,10.687,b'0'
-0.090155,0.056629,0.19929,5.2396,0.0,-0.090155,16.659,0.39401,0.94337,-0.087128,-1.9179,0.0037554,-0.090155,13969.0,0.026129,17.659,-0.090155,-0.22882,0.0,-0.0872,-0.22882,0.85341,0.026129,4.5754,-0.40459,-0.22882,10.232,8.4935,-0.08697,0.39401,0.94337,-0.22073,4.6939,-0.22131,23.764,23.764,5.2396,-0.17883,-0.45389,4.3494,0.047007,7496.9,-0.22073,-0.095567,1.2288,0.0,43.546,8.3819,b'0'
0.82401,0.13475,0.75055,7.5402,1.0061,0.82401,6.4214,1.6584,0.86525,0.82665,7.1804,0.51566,0.82401,57.512,6.3465,7.4214,0.82401,0.49687,38.575,0.82208,0.49687,0.86525,6.3465,3.6976,0.031403,0.49688,7.4405,6.3368,0.80453,1.6584,0.86525,0.48513,0.77375,0.49571,170.91,132.33,6.013,0.79093,0.47692,6.4218,0.11476,3741.2,0.48513,0.95233,0.51088,0.0,25.258,14.451,b'0'
0.10753,0.19155,0.55802,3.9273,0.35063,0.1356,3.7776,1.1719,0.72361,0.1356,0.71133,0.17018,0.1356,405.74,0.89958,5.2205,0.1356,0.13391,64.912,0.13956,0.10619,0.72361,0.75305,4.9005,0.1043,0.13391,4.5327,0.72858,0.13956,1.0312,0.72454,0.13783,1.1345,0.13783,191.91,126.99,2.9826,0.10284,0.10156,3.9083,0.19063,44380.0,0.14669,0.1486,0.85331,0.0012803,68.714,5.3119,b'0'
0.012908,0.14594,0.090532,1.6204,0.33541,0.018949,5.8523,1.1734,0.85406,0.018949,0.12985,0.14936,0.018949,1906.8,0.19142,6.8523,0.018949,0.10132,392.24,0.028067,0.069013,0.85406,0.15002,3.7163,0.73947,0.10132,1.0922,0.19233,0.028067,0.1896,0.85406,0.15007,0.058991,0.15007,444.68,52.435,0.2431,0.019082,0.10203,1.6204,0.14594,471.12,0.14778,0.015113,0.85222,0.0,284.8,1.2816,b'0'
0.11666,0.62986,0.09098,1.1444,0.27053,0.1393,0.45443,1.0315,0.28623,0.1393,0.22117,0.060906,0.1393,1225.9,0.29773,1.5876,0.1393,0.045243,51.608,0.072116,0.03789,0.28623,0.26179,5.0358,0.19735,0.045243,4.7393,0.1145,0.072116,3.1813,0.28623,0.023422,0.036744,0.023422,82.708,31.101,0.45327,0.023891,0.0077592,1.1444,0.62986,9880.3,0.030501,0.40759,0.9695,0.0,74.667,4.8884,b'0'
0.028614,0.26318,-0.10348,0.38324,0.10022,0.035459,1.7308,1.0816,0.45552,0.035459,0.21135,0.18809,0.035459,1029.3,0.35461,3.7998,0.035459,0.071464,1.2667,0.048846,0.057669,0.45552,0.3286,5.1872,0.52887,0.071464,2.7342,0.1856,0.048846,0.50949,0.55092,0.098443,0.021254,0.098443,44.676,43.41,0.37298,-0.0090197,-0.018178,0.24432,0.16777,-15924.0,0.075484,0.062817,0.92452,0.20943,123.42,2.9574,b'0'
0.002897,0.78847,0.12244,1.1553,0.127,0.002897,0.26384,1.0023,0.20803,0.002897,0.0036742,0.01015,0.002897,8308.3,0.043932,1.2683,0.002897,0.00084889,11.459,0.021151,0.00084889,0.20803,0.043932,4.6155,0.22766,0.00084889,4.3184,0.026826,0.021151,3.4296,0.20803,0.0061979,0.014854,0.0061979,96.173,84.714,1.0194,-0.010591,-0.0031033,1.1553,0.78847,5051.0,0.0022813,0.013926,0.99772,0.0,84.33,4.3282,b'0'
-0.14019,0.84987,-0.07218,0.89575,0.0,-0.13701,0.17665,1.7584,0.15013,-0.11924,-0.19789,-0.019092,-0.13701,-9240.1,-0.039502,1.1767,-0.13701,-0.077919,64.773,-0.12715,-0.079724,0.10533,-0.043237,4.6777,0.43597,-0.067943,2.6951,2.1957,-0.10762,1.7584,0.20015,-0.061202,0.12391,-0.072311,110.93,46.157,0.44507,-0.2306,-0.13114,0.72977,0.69239,-3436.2,-0.061202,-0.93377,1.0774,0.33316,143.72,2.5396,b'0'
