Attr1,Attr2,Attr3,Attr4,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr22,Attr23,Attr25,Attr26,Attr29,Attr30,Attr31,Attr33,Attr34,Attr35,Attr36,Attr38,Attr39,Attr40,Attr42,Attr43,Attr44,Attr46,Attr48,Attr49,Attr50,Attr51,Attr55,Attr56,Attr57,Attr58,Attr59,Attr62,Attr63,class
0.26669,0.34994,0.61147,3.0243,0.55983,0.33207,1.8577,1.1268,0.65006,0.33207,1.0993,0.12047,0.33207,367.04,0.99444,2.8577,0.33207,0.11496,38.183,0.30471,0.092322,0.65006,0.80759,3.9412,0.088635,0.11496,8.4871,0.87075,0.30471,2.9161,0.69793,0.10548,0.32525,0.10548,103.02,64.834,2.0239,0.28879,0.099972,2.6106,0.30207,5340.0,0.1125,0.41025,0.8875,0.07363,38.168,9.5629,0
0.067731,0.19885,0.081562,2.9576,0.21265,0.078063,4.029,1.257,0.80115,0.078063,1.8736,0.31036,0.078063,926.03,0.39415,5.029,0.078063,0.30912,44.446,0.05373,0.2682,0.80115,0.3422,5.2684,0.7807,0.30912,4.8221,0.27021,0.05373,0.27897,0.95834,0.21276,0.048375,0.21276,175.19,130.74,2.2195,0.053417,0.21152,0.61971,0.041664,15132.0,0.20444,0.084542,0.79556,0.19619,60.218,6.0613,0
-0.029182,0.21131,0.45264,7.5746,0.010387,-0.034653,3.7324,1.0241,0.78869,-0.034653,-0.50333,0.004191,-0.034653,23292.0,0.015671,4.7324,-0.034653,-0.043861,105.35,-0.050624,-0.036936,0.78869,0.041561,4.8827,0.11935,-0.043861,11.205,-0.23957,-0.050624,0.80603,0.93115,-0.064076,3.2502,-0.064076,137.54,32.193,4.2624,-0.088588,-0.11213,2.4679,0.068848,34549.0,0.023565,-0.037001,0.97644,0.18063,31.807,11.475,0
-0.033801,1.154,-0.20599,0.8215,-0.10413,-0.033801,-0.159,0.97767,-0.18349,-0.033801,-0.029291,-0.012483,-0.033801,-14644.0,-0.024924,0.86657,-0.033801,-0.01467,44.032,-0.06741,-0.01467,-0.18349,-0.024924,5.438,0.46412,-0.01467,2.0422,-0.058416,-0.06741,2.3722,-0.18349,-0.029258,0.075411,-0.029258,136.39,92.361,0.58064,-0.072449,-0.031445,0.8215,1.154,-56473.0,-0.022837,0.18421,1.0228,0.0,182.81,1.9966,0
0.27053,0.29913,0.4687,2.5669,0.72793,0.33619,2.2315,1.2214,0.6675,0.33619,1.1239,0.20684,0.33619,291.52,1.2521,3.343,0.33619,0.18567,32.984,0.33518,0.1494,0.6675,1.0326,4.341,0.078511,0.18567,4.9561,1.1205,0.33518,1.8415,0.6675,0.1851,0.56029,0.1851,120.99,88.006,2.0198,0.29684,0.16393,2.5669,0.29913,10278.0,0.18127,0.40529,0.81873,0.0,60.297,6.0534,0
0.028084,0.24231,0.43224,3.0128,0.021598,0.039729,3.1037,1.0125,0.75206,0.039729,0.185,0.04419,0.039729,1059.3,0.34458,4.127,0.039729,0.021027,36.232,0.054953,0.014863,0.75206,0.29652,4.4729,-0.033048,0.021027,8.6896,0.22679,0.054953,1.9341,0.77962,0.029084,1.4286,0.029084,65.719,29.487,2.1394,0.011187,0.005921,2.6701,0.21475,12841.0,0.012367,0.037342,0.98763,0.036647,41.485,8.7984,0
0.20393,0.56037,0.13495,1.2408,0.0,0.24291,0.78452,2.2706,0.43963,0.24991,0.43347,0.117,0.24291,769.91,0.47408,1.7845,0.24291,0.10698,14.612,0.23173,0.089812,0.40929,0.40452,3.7222,0.08514,0.10764,3.6156,3.6156,0.24454,2.2706,0.43963,0.1077,0.70226,0.10206,48.514,33.901,1.0786,0.20897,0.092033,1.2408,0.56037,711.85,0.1077,0.46386,0.89419,0.0,90.08,4.0519,0
0.20876,0.4965,0.42548,2.019,0.005436,0.25619,1.0141,2.2827,0.5035,0.26624,0.61357,0.14063,0.25619,564.55,0.64654,2.0141,0.25619,0.11223,28.801,0.26383,0.091453,0.43302,0.55101,4.1519,0.15914,0.11311,4.8493,4.0781,0.25792,2.2827,0.52714,0.11299,0.39905,0.11558,108.16,79.356,1.5876,0.19901,0.087182,1.6979,0.41754,6037.1,0.11299,0.41462,0.88859,0.046947,66.764,5.467,0
0.11119,0.63174,0.24796,2.0,0.24347,0.13909,0.58294,0.99034,0.36826,0.16821,0.56092,0.14828,0.13909,1570.3,0.23244,1.5829,0.13909,0.14044,37.267,0.15215,0.11227,0.35465,0.18828,3.8662,0.6346,0.15363,3.3847,1.3285,0.15106,0.99034,0.74782,0.15254,0.063666,0.15363,176.96,139.69,1.5922,0.14439,0.1458,0.78501,0.24796,1822.0,0.15254,0.30192,0.86275,1.0307,91.388,3.994,0
-0.30505,1.2523,-0.29222,0.71426,-0.30505,-0.30505,-0.25344,0.77037,-0.31738,-0.30505,-0.29829,-0.33838,-0.30505,-1620.6,-0.22523,0.79852,-0.30505,-0.36596,147.44,-0.33399,-0.36596,-0.31738,-0.22523,4.5134,1.4617,-0.36596,1.058,-0.2667,-0.33399,0.87221,-0.087747,-0.40068,0.036354,-0.40068,303.57,156.13,0.38501,-0.35698,-0.42826,0.58328,1.0227,-9531.1,-0.29809,0.96115,1.2981,-0.72353,447.81,0.81507,0
0.12709,0.5305,0.38069,1.7198,0.0,0.15611,0.885,2.1322,0.4695,0.17832,0.29516,0.098824,0.15611,918.94,0.3972,1.885,0.15611,0.073216,90.436,0.12362,0.059602,0.44796,0.34248,3.3658,0.23841,0.073545,3.8142,3.8027,0.11488,2.1322,0.4695,0.053877,0.047503,0.057977,151.41,60.971,0.72092,0.069017,0.032368,1.7146,0.52891,883.77,0.053878,0.27068,0.92918,0.0,90.54,4.0314,0
0.12624,0.66286,0.21916,1.3553,0.020227,0.15633,0.50862,1.713,0.33714,0.15937,0.25346,0.11511,0.15633,1227.0,0.29747,1.5086,0.15633,0.09126,26.912,0.15293,0.073699,0.32996,0.25209,3.8428,0.37781,0.093036,2.5297,2.3538,0.15277,1.713,0.37437,0.089183,0.028266,0.089279,174.4,147.49,1.1506,0.11208,0.065428,1.2611,0.61676,1526.0,0.089183,0.37445,0.90914,0.11041,131.42,2.7774,0
0.29264,0.29252,0.34415,2.327,0.0,0.36131,2.4185,1.2512,0.70748,0.37144,1.3932,0.30276,0.36131,281.85,1.295,3.4185,0.36131,0.28876,23.793,0.35928,0.23389,0.61961,1.0603,4.1328,0.23009,0.28999,3.4404,3.0501,0.359,1.2512,0.70748,0.28692,0.017863,0.28714,174.69,150.9,2.0125,0.34177,0.27314,2.063,0.25934,4672.6,0.28692,0.41365,0.71408,0.0,75.653,4.8247,0
0.079997,0.23967,0.32124,2.4739,0.20743,0.069715,2.5466,1.0556,0.61034,0.069715,0.31987,0.067313,0.069715,742.04,0.49189,4.1724,0.069715,0.039805,59.273,0.084917,0.045676,0.61034,0.53479,4.407,0.089541,0.039805,7.6124,0.3543,0.084917,1.7847,0.63206,0.048485,0.3826,0.048485,94.991,35.718,1.169,0.03674,0.020977,2.2497,0.21795,8200.8,0.052697,0.13107,0.9473,0.035588,45.422,8.0358,0
0.20817,0.6024,0.47935,2.1883,0.0,0.25911,0.66002,1.6923,0.3976,0.26164,0.6423,0.15635,0.25911,831.04,0.43921,1.66,0.25911,0.15311,43.642,0.25951,0.12301,0.29164,0.35465,4.6738,0.33935,0.15318,3.4297,2.2967,0.3087,1.6923,0.3976,0.18242,0.095409,0.15335,182.1,138.46,1.6867,0.25404,0.15012,1.4654,0.40341,22619.0,0.18242,0.52357,0.84731,0.0,87.01,4.1949,0
0.26345,0.14318,0.61965,5.3277,0.55971,0.32142,5.8624,1.3437,0.8394,0.32142,2.2448,0.29742,0.32142,147.34,2.4773,6.9841,0.32142,0.26951,44.903,0.31094,0.2209,0.8394,2.0724,4.5087,-0.14624,0.26951,6.1989,2.1717,0.31094,1.2094,0.8394,0.26072,2.2239,0.26072,136.01,91.108,4.303,0.27765,0.23281,5.3277,0.14318,19993.0,0.25578,0.31385,0.74422,0.0,43.821,8.3294,0
-0.054623,0.92857,-0.026927,0.94263,-0.054623,-0.054623,0.074796,0.92301,0.069453,-0.054623,-0.11637,-0.021237,-0.054623,-21123.0,-0.017279,1.0769,-0.054623,-0.072298,77.569,-0.062889,-0.072298,0.069453,-0.017279,4.7985,1.1752,-0.072298,1.7439,-0.067726,-0.062889,0.78894,0.52863,-0.083238,0.092184,-0.083238,192.85,115.28,0.60056,-0.10147,-0.1343,0.4765,0.46939,-1693.2,-0.083417,-0.78648,1.0834,6.6114,226.76,1.6096,0
-0.35884,1.1171,-0.46577,0.46115,-1.1752,-0.35884,-0.11206,0.97154,-0.12518,-0.35884,-0.41514,-0.19052,-0.35884,-1339.2,-0.27255,0.89517,-0.35884,-0.22455,40.657,-0.1916,-0.22455,-0.12518,-0.27255,4.0712,0.66588,-0.22455,1.903,-0.17151,-0.1916,1.6321,0.12756,-0.11989,0.094543,-0.11989,72.377,31.721,0.25521,-0.24597,-0.15392,0.35682,0.86437,-5487.2,-0.029298,2.8666,1.0293,-2.019,197.43,1.8488,0
0.10248,0.28993,0.07732,1.2981,0.22034,0.12731,2.095,1.0805,0.60739,0.12731,0.4909,0.10245,0.12731,657.45,0.55517,3.4491,0.12731,0.081028,17.626,0.13335,0.065225,0.60739,0.46954,4.7376,0.17917,0.081028,5.6069,0.45993,0.13335,1.5958,0.63799,0.08487,0.082504,0.08487,73.238,55.612,1.0056,0.099694,0.063452,1.1612,0.25934,4225.5,0.074523,0.16872,0.92548,0.050368,60.247,6.0584,0
0.1409,0.7556,0.33886,1.6388,0.36762,0.1409,0.32344,1.0508,0.2444,0.1409,0.26562,0.058424,0.1409,1839.4,0.19844,1.3234,0.1409,0.054902,58.71,0.12079,0.054902,0.2444,0.19844,4.383,0.24428,0.054902,4.6042,0.15986,0.12079,2.6197,0.46952,0.047064,0.24451,0.047064,105.19,46.479,0.86058,0.11175,0.043543,1.1505,0.53048,8185.6,0.048331,0.57654,0.95167,0.92116,75.444,4.838,0
0.009297,0.78609,0.07811,1.1433,-0.017464,0.01099,0.27211,0.99192,0.21391,0.12421,0.020155,0.020264,0.01099,14275.0,0.02557,1.2721,0.01099,0.011079,117.33,0.017641,0.009373,0.11239,0.023417,5.1955,0.73003,0.045503,1.7837,1.2372,0.019335,0.99192,0.42922,0.019493,0.15228,0.017784,198.83,81.501,0.55849,0.00853,0.0086,0.79299,0.54525,12253.0,0.019493,0.043464,0.99395,1.0066,200.64,1.8192,0
0.001222,0.53108,0.2013,1.5431,0.042436,0.002745,0.87355,0.99091,0.46393,0.002745,0.007405,0.033226,0.002745,3841.6,0.095012,1.883,0.002745,0.001807,89.269,-0.007323,0.000805,0.46393,0.092145,4.0949,0.32395,0.001807,4.135,-0.013789,-0.007323,1.5498,0.62437,-0.004822,0.14504,-0.004822,124.54,35.272,0.541,-0.055037,-0.036241,1.0769,0.37064,2504.7,-0.009171,0.002635,1.0092,0.34583,89.081,4.0974,0
0.013079,0.75841,-0.060128,0.90444,0.069955,0.012298,0.29958,0.99307,0.22721,0.012298,0.019544,0.015526,0.012298,7099.8,0.05141,1.3186,0.012298,0.004897,49.665,-0.018598,0.005208,0.22721,0.05244,4.2688,0.29704,0.004897,4.019,-0.024522,-0.018598,2.5558,0.35639,-0.007406,0.022714,-0.007406,80.637,30.972,0.36138,-0.04529,-0.018034,0.75038,0.62923,-1116.6,-0.006983,0.057565,1.007,0.56857,91.453,3.9911,0
0.099873,0.57415,0.1756,1.3169,0.30824,0.11871,0.68902,1.0754,0.3956,0.11871,0.21423,0.094556,0.11871,1449.1,0.25189,1.7417,0.11871,0.077616,18.053,0.10364,0.065299,0.3956,0.21907,4.7881,0.35053,0.077616,2.5666,0.18051,0.10364,1.5671,0.41561,0.067762,0.25778,0.067762,140.06,122.01,1.1804,0.07773,0.050822,1.271,0.55414,10781.0,0.07009,0.25246,0.92991,0.050582,132.24,2.7601,0
0.2953,0.34016,0.64812,3.8148,0.0,0.35799,1.9398,1.6355,0.65984,0.38165,1.5547,0.24433,0.35799,310.7,1.1748,2.9398,0.35799,0.21889,26.446,0.37113,0.18056,0.65053,0.99045,3.7471,-0.028571,0.21892,5.7118,3.8664,0.32029,1.6355,0.65984,0.19584,1.7438,0.22692,106.42,79.978,3.3001,0.32951,0.20148,2.5823,0.23026,3620.2,0.19584,0.44753,0.7905,0.0,51.388,7.1028,0
0.12446,0.41949,0.43815,2.0445,0.017406,0.12446,1.3839,3.0598,0.58051,0.15777,0.2967,0.069518,0.12446,719.81,0.50708,2.3839,0.12446,0.040676,37.759,0.15501,0.040676,0.14187,0.50708,3.3665,0.060254,0.042258,6.954,6.954,0.14271,3.0598,0.58051,0.046639,0.57368,0.05066,73.6,35.841,1.2899,0.06676,0.021818,2.0445,0.41949,1019.0,0.046639,0.2144,0.95959,0.0,50.04,7.2942,0
0.20279,0.17566,0.56391,4.2102,0.60033,0.25271,4.5786,1.2068,0.80429,0.25271,1.4386,0.19007,0.25271,218.26,1.6723,5.6928,0.25271,0.16352,61.365,0.26083,0.13122,0.80429,1.3881,5.4345,0.029768,0.16352,7.2906,1.4848,0.26083,1.5621,0.80429,0.16876,0.75371,0.16876,143.4,82.031,2.731,0.21978,0.14221,4.2102,0.17566,153370.0,0.17135,0.25214,0.82865,0.0,41.486,8.7982,0
0.13287,0.14592,0.5326,4.65,0.41226,0.16623,5.5583,1.1448,0.81107,0.16623,1.1392,0.15434,0.16623,252.32,1.4466,6.8531,0.16623,0.12154,84.39,0.17723,0.097151,0.81107,1.218,4.7806,0.058926,0.12154,8.1873,1.2146,0.17723,1.3797,0.81107,0.12958,0.46763,0.12958,162.87,78.476,2.4829,0.13237,0.096784,4.65,0.14592,32139.0,0.12651,0.16383,0.87349,0.0,38.942,9.373,0
0.011834,0.088476,0.025515,1.2884,-0.19522,0.011834,10.302,1.0994,0.91152,0.011834,0.13375,0.37445,0.011834,639.23,0.571,11.302,0.011834,0.087712,0.0,0.01438,0.087712,0.91152,0.571,3.4714,0.14448,0.087712,1.3871,0.16253,0.01438,0.13976,0.91152,0.10659,0.82586,0.10659,110.71,110.71,1.2884,-0.024306,-0.18015,1.2884,0.088476,75.55,0.09039,0.012982,0.90961,0.0,239.36,1.5249,0
0.046426,0.62672,0.074912,1.1195,0.18433,0.059757,0.52811,1.0222,0.33098,0.059757,0.095349,0.027414,0.059757,2211.0,0.16509,1.5956,0.059757,0.015834,50.881,0.097408,0.012301,0.33098,0.14382,4.7518,0.15959,0.015834,5.8915,0.15543,0.097408,3.8294,0.33098,0.02581,0.040222,0.02581,65.418,14.537,0.28006,0.053703,0.014229,1.1195,0.62672,4230.4,0.021671,0.14027,0.97833,0.0,60.611,6.022,0
0.033901,0.24045,-0.089401,0.54489,0.026188,0.044169,2.4419,1.0732,0.58716,0.044169,0.22485,0.13633,0.044169,935.61,0.39012,4.1589,0.044169,0.064195,3.3695,0.048431,0.049271,0.58716,0.34741,4.9797,0.33811,0.064195,3.2635,0.20142,0.048431,0.69802,0.63116,0.070389,0.047609,0.070389,51.822,48.453,0.51256,-0.001204,-0.001749,0.44517,0.19644,-8531.9,0.068244,0.057737,0.93176,0.07495,104.21,3.5025,0
-0.080617,0.90597,-0.097908,0.89193,-0.28903,-0.080617,0.087716,0.97332,0.079467,-0.080617,-0.088985,-0.018603,-0.080617,-7487.4,-0.048749,1.1038,-0.080617,-0.033958,22.466,-0.067427,-0.033958,0.079467,-0.048749,4.6239,0.37938,-0.033958,2.6922,-0.074426,-0.067427,2.3868,0.079467,-0.028402,0.013933,-0.028402,122.3,99.831,0.73064,-0.10388,-0.043757,0.89193,0.90597,-4118.3,-0.027407,-1.0145,1.0274,0.0,139.29,2.6204,0
0.036752,0.48916,0.23585,1.5172,0.0,0.036752,1.0443,1.4776,0.51084,0.054366,0.080598,0.30196,0.036752,400.15,0.91215,2.0443,0.036752,0.024873,99.373,0.0,0.024873,0.46158,0.91215,4.127,0.30855,0.060523,1.4844,1.3838,0.024568,1.4776,0.51084,0.016627,0.10501,0.0,159.07,59.697,0.63499,-0.40943,-0.27709,1.4144,0.45599,3159.8,0.5419,0.071944,0.47636,0.0,112.64,3.2404,0
-0.010554,0.97197,-0.15967,0.82411,-0.004201,-0.009069,0.028836,2.3263,0.028028,0.017617,-0.00999,0.015262,-0.009069,9992.1,0.036529,1.0288,-0.009069,-0.003898,31.995,-0.012187,-0.004537,-0.014755,0.035001,4.6977,0.37597,0.00462,2.5645,2.3952,-0.001732,2.3263,0.074982,-0.000744,0.12255,-0.005239,99.925,67.93,0.59947,-0.056761,-0.024399,0.76969,0.90779,-7959.9,-0.000744,-0.37656,1.0038,1.6752,142.43,2.5626,0
-0.081668,1.0237,0.056945,1.0848,-0.081668,-0.081668,-0.039,0.92774,-0.039925,-0.081668,-0.1216,-0.034396,-0.081668,-10288.0,-0.035478,0.97682,-0.081668,-0.077341,158.34,-0.067079,-0.077341,-0.039925,-0.035478,4.3396,0.95634,-0.077341,1.6948,-0.065524,-0.067079,1.1121,0.31221,-0.063525,0.023221,-0.063525,246.44,88.095,0.40271,-0.11243,-0.10647,0.71165,0.67159,1244.7,-0.077892,2.0455,1.0779,-8.8199,232.14,1.5723,0
-0.068739,0.9403,-0.25588,0.72438,-0.1229,-0.062519,0.063485,1.2249,0.059695,-0.061778,-0.067341,-0.007842,-0.062519,-35727.0,-0.010216,1.0635,-0.062519,-0.051038,54.961,-0.07281,-0.056116,0.055828,-0.016831,4.4127,0.69552,-0.05103,1.4063,1.3884,-0.080616,1.2249,0.059695,-0.065812,0.12321,-0.059439,166.31,111.35,0.52571,-0.12572,-0.10264,0.71521,0.9284,-6617.5,-0.065812,-1.1515,1.0502,0.0,276.64,1.3194,0
-0.2271,0.55916,0.17154,1.3068,-0.3787,-0.23821,0.2649,0.93102,0.14812,-0.23821,-0.42602,-0.052223,-0.23821,-1091.6,-0.33438,1.7884,-0.23821,-0.066534,15.408,-0.2414,-0.063429,0.14812,-0.31451,3.8841,0.10213,-0.066534,6.8775,-0.43172,-0.2414,3.7273,0.14812,-0.067424,0.36169,-0.067424,53.874,38.466,1.0365,-0.29264,-0.081735,1.3068,0.55916,1313.6,-0.074096,-1.5332,1.0741,0.0,57.004,6.403,0
0.17203,0.56315,0.30834,1.5531,0.54039,0.22368,0.73455,1.1308,0.41366,0.22368,0.40125,0.12344,0.22368,821.97,0.44405,1.7757,0.22368,0.11041,51.905,0.23694,0.08492,0.41366,0.35235,4.4184,0.25991,0.11041,3.2136,0.42074,0.23694,2.0503,0.41935,0.11696,0.071723,0.11696,148.79,96.884,1.0363,0.21055,0.10393,1.5374,0.55746,8079.5,0.11571,0.41588,0.88429,0.01376,100.44,3.634,0
-0.043723,0.080508,0.61608,8.6524,-0.021103,-0.037519,11.056,0.97484,0.89008,-0.037519,-0.46603,0.068465,-0.037519,505.79,0.72164,12.421,-0.037519,-0.044214,43.314,-0.041389,-0.051525,0.89008,0.64458,5.025,-0.000407,-0.044214,10.812,-0.5141,-0.041389,0.92181,0.89008,-0.048774,2.7124,-0.048774,205.7,162.38,7.4016,-0.13701,-0.16145,8.6524,0.080508,65262.0,-0.025811,-0.049123,1.0258,0.0,34.629,10.54,0
-0.00175,0.50246,0.011944,1.0238,0.031605,0.000121,0.98586,1.05,0.49535,0.000121,0.000241,0.005836,0.000121,74730.0,0.004884,1.9902,0.000121,0.000288,0.7718,0.004289,-0.004161,0.49535,0.001161,5.1479,0.20546,0.000288,0.79918,0.008537,0.004289,0.44782,0.49669,0.0102,0.918,0.0102,46.036,45.265,1.0221,0.001956,0.004652,1.0211,0.50112,1679.0,0.047619,-0.003533,0.95238,0.0027,434.97,0.83914,0
1.2296,0.50782,0.13648,1.2688,0.0,1.2296,0.96922,3.9214,0.49219,1.2296,2.4213,0.31428,1.2296,150.4,2.4269,1.9692,1.2296,0.31355,9.5108,0.0,0.31355,1.2296,2.4269,3.0153,0.043221,0.62711,3.9242,3.9242,0.19771,3.9214,0.49219,0.050418,0.70038,0.0,26.866,17.355,1.0676,-0.002856,-0.000728,1.2688,0.50782,141.36,0.49181,2.4981,0.50232,0.0,47.268,7.722,0
0.14813,0.50448,0.38905,2.0837,0.19262,0.17695,0.98119,1.0876,0.49499,0.17695,0.49291,0.09999,0.17695,1005.3,0.36307,1.9822,0.17695,0.096598,22.612,0.17353,0.080863,0.49499,0.30594,3.1746,0.1097,0.096598,4.6916,0.34397,0.17353,1.874,0.64049,0.094728,0.85711,0.094728,87.741,65.129,1.7676,0.16731,0.091336,1.4828,0.35899,581.63,0.080578,0.29925,0.91942,0.29393,71.53,5.1027,0
0.21043,0.31931,0.28987,1.9565,0.22662,0.25016,1.8451,1.0384,0.58916,0.25016,0.82549,0.10215,0.25016,423.91,0.86103,3.1318,0.25016,0.092942,8.9755,0.24265,0.07818,0.58916,0.73659,4.5752,0.071111,0.092942,8.553,0.75993,0.24265,2.898,0.60542,0.090151,0.53101,0.090151,58.583,49.607,1.7381,0.21788,0.080949,1.8569,0.30305,10900.0,0.037013,0.35716,0.96299,0.027593,41.096,8.8817,0
0.19437,0.49453,0.14058,1.3228,0.23399,0.25086,1.0221,1.1112,0.50547,0.25086,0.57608,0.23361,0.25086,682.83,0.53454,2.0221,0.25086,0.22169,4.7548,0.26231,0.17176,0.50547,0.42031,4.5365,0.36542,0.22169,2.3385,0.53043,0.26231,1.3605,0.56455,0.23181,0.18936,0.23181,159.2,154.45,1.289,0.24882,0.21989,1.1648,0.43545,4835.0,0.1001,0.38453,0.8999,0.11688,140.46,2.5987,0
0.057995,0.25237,0.48274,2.9128,0.12024,0.076807,2.6748,1.0305,0.67506,0.076807,0.30434,0.067834,0.076807,1037.6,0.35176,3.9624,0.076807,0.058688,10.358,0.053205,0.044314,0.67506,0.27723,4.9925,-0.065554,0.058688,5.0321,0.21082,0.053205,1.3713,0.67506,0.040654,1.5838,0.040654,93.54,83.182,2.7656,0.041235,0.031508,2.9128,0.25237,47450.0,0.029618,0.085911,0.97038,0.0,70.386,5.1857,0
0.32528,0.28601,0.57792,3.2572,0.0,0.32528,2.4963,1.8257,0.71399,0.32709,1.2705,0.34669,0.32528,164.93,2.2131,3.4963,0.32528,0.17816,38.061,0.0,0.17816,0.68304,2.2131,4.1252,-0.002258,0.39968,3.8877,3.4802,0.011732,1.8257,0.71399,0.006426,1.3882,0.0,95.67,57.609,2.5136,-0.30769,-0.16853,2.9158,0.25603,7710.7,0.4548,0.45558,0.55036,0.0,51.186,7.1308,0
