Attr1,Attr2,Attr3,Attr4,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr22,Attr23,Attr25,Attr26,Attr29,Attr30,Attr31,Attr33,Attr34,Attr35,Attr36,Attr38,Attr39,Attr40,Attr42,Attr43,Attr44,Attr46,Attr48,Attr49,Attr50,Attr51,Attr55,Attr56,Attr57,Attr58,Attr59,Attr62,Attr63,class
-0.04446,0.11409,0.15196,2.3319,-0.12701,-0.040333,6.9029,0.94472,0.78755,-0.040333,-0.35352,0.073997,-0.040333,934.08,0.39076,8.765,-0.040333,-0.066945,114.49,-0.040347,-0.073794,0.78755,0.35459,4.0689,0.17485,-0.066945,5.5898,-0.35364,-0.040347,0.62959,0.78755,-0.066968,0.39908,-0.066968,133.6,19.104,0.67547,-0.12526,-0.20791,2.3319,0.11409,1781.0,-0.058513,-0.056453,1.0585,0.0,69.119,5.2808,b'0'
0.17949,0.42473,0.55235,2.4516,0.55343,0.22393,1.3544,1.1023,0.57527,0.22393,0.58852,0.094009,0.22393,638.02,0.57208,2.3544,0.22393,0.08664,38.918,0.23383,0.069445,0.57527,0.46744,3.9682,0.11491,0.08664,6.1623,0.55054,0.23383,2.5747,0.6195,0.09047,0.34304,0.09047,113.3,74.386,1.7274,0.21479,0.083101,2.1964,0.3805,5133.0,0.092802,0.31201,0.9072,0.07688,53.734,6.7927,b'0'
0.1246,0.20223,0.16985,3.1563,0.42676,0.14791,3.9448,1.2747,0.79777,0.14791,1.8778,0.28305,0.14791,470.07,0.77649,4.9448,0.14791,0.26661,37.36,0.12068,0.22459,0.79777,0.66123,4.9506,0.34443,0.26661,5.5255,0.59674,0.12068,0.58315,0.92123,0.21753,0.19377,0.21753,153.53,116.17,2.4353,0.11156,0.20109,1.2294,0.078769,15157.0,0.21548,0.15619,0.78452,0.15476,51.824,7.0431,b'0'
-0.041742,0.25776,0.25714,3.0285,-0.054287,-0.036406,2.8796,0.96582,0.74224,-0.036406,-0.2872,-0.047619,-0.036406,-2741.7,-0.13313,3.8796,-0.036406,-0.050522,96.765,0.0044866,-0.057927,0.74224,-0.15383,4.8511,0.22715,-0.050522,5.8859,0.017406,0.0044866,0.75059,0.87324,0.0062262,0.73166,0.0062262,147.48,50.713,1.5215,0.0023946,0.003323,1.4894,0.12676,18249.0,-0.035392,-0.056238,1.0354,0.17648,64.208,5.6847,b'0'
0.29307,0.28497,0.4997,2.7535,0.71733,0.36468,2.3919,1.2762,0.68161,0.36468,1.2797,0.22935,0.36468,260.17,1.4029,3.5092,0.36468,0.20921,14.738,0.37723,0.16813,0.68161,1.1516,4.3946,0.016824,0.20921,4.7929,1.3238,0.37723,1.7594,0.68161,0.21641,0.93831,0.21641,108.32,93.58,2.5066,0.34212,0.19627,2.7535,0.28497,12396.0,0.21643,0.42997,0.78357,0.0,59.672,6.1168,b'0'
0.11359,0.20048,0.48687,3.6399,0.17179,0.14107,3.9044,1.0553,0.78276,0.14107,0.7649,0.10381,0.14107,395.12,0.92377,4.988,0.14107,0.079072,33.964,0.09721,0.063669,0.78276,0.78671,4.4729,-0.079501,0.079072,9.1668,0.48489,0.09721,1.8433,0.79881,0.054488,1.8603,0.054488,67.147,33.183,2.7398,0.05308,0.029753,3.3485,0.18443,14464.0,0.052379,0.14511,0.94762,0.020508,37.732,9.6735,b'0'
0.1166,0.44238,0.21583,1.4879,0.0,0.15598,1.2605,1.9223,0.55762,0.1705,0.35259,0.096553,0.15598,869.96,0.41956,2.2605,0.15598,0.081143,16.25,0.16829,0.060656,0.52538,0.33053,3.6958,0.22308,0.081248,3.963,3.963,0.16913,1.9223,0.55762,0.087985,0.1456,0.087548,112.75,96.498,1.2944,0.13867,0.072138,1.4879,0.44238,1071.3,0.087985,0.2091,0.91927,0.0,83.998,4.3454,b'0'
0.020238,0.58664,0.30152,1.6366,0.0050926,0.02705,0.70462,2.0556,0.41336,0.16832,0.057115,0.057559,0.02705,1809.7,0.20169,1.7046,0.02705,0.013159,40.163,0.12116,0.0098452,0.34722,0.19008,4.1796,0.24391,0.017728,4.0913,3.303,0.11792,2.0556,0.44081,0.057366,0.3688,0.058943,106.62,66.457,1.1591,0.029894,0.014543,1.3213,0.47361,4559.0,0.057366,0.04896,0.9872,0.0664,84.095,4.3403,b'0'
0.021322,0.27834,0.63687,3.3013,0.0,0.027582,2.5927,0.63326,0.72166,0.031418,0.099666,0.056487,0.027582,2840.1,0.12851,3.5927,0.027582,0.043556,130.06,0.029958,0.03367,0.45544,0.10602,3.2737,0.22886,0.043578,2.1752,2.1627,0.031288,0.63326,0.72166,0.049408,0.48497,0.047307,449.23,319.17,2.4859,0.021769,0.034375,3.2823,0.27675,1196.2,0.049408,0.029546,0.95656,0.0,159.51,2.2882,b'0'
0.11949,0.55463,0.24257,1.9209,0.31384,0.14994,0.80302,1.1072,0.44537,0.19657,0.56922,0.15774,0.14994,1159.1,0.31489,1.803,0.14994,0.13542,27.107,0.16185,0.10793,0.43333,0.26,3.9193,0.45014,0.14803,3.583,1.7017,0.16338,1.1072,0.72968,0.14756,0.26417,0.14619,143.87,116.76,1.6087,0.13714,0.12387,0.9123,0.26341,2014.3,0.14756,0.2683,0.86898,0.63835,86.839,4.2032,b'0'
-0.10945,0.75869,-0.013318,0.97168,-0.23661,-0.10945,0.29483,0.87435,0.22368,-0.10945,-0.23275,-0.098401,-0.10945,-2837.0,-0.12866,1.3181,-0.10945,-0.11033,52.442,-0.15023,-0.11033,0.22368,-0.12866,4.8934,0.7275,-0.11033,2.4128,-0.19801,-0.15023,1.0523,0.51214,-0.15144,0.079424,-0.15144,154.38,101.94,0.66858,-0.16206,-0.16337,0.60223,0.47023,-1042.0,-0.14371,-0.4893,1.1437,1.2896,173.02,2.1096,b'0'
0.048985,0.50787,0.44251,1.9158,0.0,0.082425,0.96899,2.1133,0.49213,0.20138,0.17058,0.063687,0.082425,1377.3,0.265,1.969,0.082425,0.039004,70.187,0.12854,0.02318,0.4718,0.19916,3.3909,0.15093,0.040568,4.1668,3.9644,0.099858,2.1133,0.49213,0.047253,0.39423,0.060826,126.99,56.799,1.0748,0.076378,0.036142,1.8227,0.4832,1088.4,0.047253,0.099538,0.96293,0.0,83.458,4.3734,b'0'
0.26079,0.24957,0.66796,4.1412,0.030505,0.32419,3.0069,2.3697,0.75043,0.33169,1.5246,0.16287,0.32419,236.03,1.5464,4.0069,0.32419,0.13681,34.237,0.29784,0.11005,0.74002,1.2924,3.6818,0.089659,0.13997,9.8271,8.373,0.27998,2.3697,0.78165,0.11815,0.18497,0.12569,129.58,95.344,3.0959,0.23609,0.099629,3.5284,0.21264,3210.3,0.11815,0.34752,0.86615,0.041599,32.754,11.144,b'0'
0.067836,0.37622,0.12913,1.5396,0.0,0.085301,1.658,0.65991,0.62378,0.10414,0.35644,0.1689,0.085301,1232.0,0.29627,2.658,0.085301,0.12926,74.345,0.10198,0.1028,0.54922,0.24984,4.2041,0.56566,0.14375,2.3505,1.4952,0.097397,0.65991,0.62378,0.14759,0.012262,0.15453,202.16,127.82,0.97791,0.075816,0.11489,0.97933,0.23931,2065.9,0.14759,0.10875,0.87208,0.0,132.37,2.7575,b'0'
0.10765,0.75459,0.25892,1.3598,0.0,0.13668,0.32523,2.9719,0.24541,0.17445,0.18994,0.048417,0.13668,1914.1,0.19069,1.3252,0.13668,0.045993,17.118,0.1721,0.036225,0.20621,0.15222,3.1057,0.26596,0.045993,3.8657,3.6865,0.19004,2.9719,0.28038,0.063947,-0.049766,0.057909,124.58,107.46,1.1661,0.16489,0.055484,1.2968,0.71962,330.25,0.063947,0.43867,0.95405,0.14248,88.383,4.1298,b'0'
0.025861,0.77926,0.30857,1.4604,0.070876,0.040612,0.28327,2.4027,0.22074,0.079325,0.060589,0.017605,0.040612,6724.2,0.054281,1.2833,0.040612,0.016903,33.302,0.069694,0.010763,0.11855,0.035352,4.9906,0.23208,0.016903,3.3928,2.9183,0.12858,2.4027,0.22074,0.053515,0.35078,0.029007,112.98,79.68,1.1333,0.068007,0.028304,1.2561,0.67028,30194.0,0.053515,0.11716,0.98322,0.0,101.82,3.5846,b'0'
0.15811,0.21797,0.41381,3.2931,0.27757,0.19893,2.8059,1.1422,0.6116,0.19893,1.1024,0.16321,0.19893,316.79,1.1522,4.5878,0.19893,0.12928,51.732,0.18059,0.10275,0.6116,0.96494,4.5128,0.066886,0.12928,7.4658,0.82849,0.18059,1.6073,0.64912,0.11736,0.65119,0.11736,113.09,61.355,2.0845,0.12837,0.083425,2.7263,0.18046,13479.0,0.12446,0.25853,0.87554,0.061339,42.805,8.5271,b'0'
0.13944,0.66806,0.39052,1.7874,0.0,0.17362,0.49687,1.4862,0.33194,0.182,0.35008,0.12181,0.17362,1346.9,0.27099,1.4969,0.17362,0.11682,103.65,0.17953,0.093821,0.22426,0.21982,4.6668,0.41964,0.117,2.6933,1.9994,0.15049,1.4862,0.33194,0.10126,0.11182,0.1208,204.09,100.44,0.93647,0.17211,0.11581,1.3269,0.49594,18133.0,0.10126,0.42007,0.88604,0.0,121.8,2.9968,b'0'
0.20383,0.27796,0.54632,2.9655,0.49969,0.26628,2.4091,1.2675,0.66962,0.26628,0.95801,0.23418,0.26628,352.4,1.0358,3.5977,0.26628,0.2166,43.437,0.26131,0.1658,0.66962,0.81105,4.6526,-0.12853,0.2166,3.4894,0.94011,0.26131,1.2449,0.66962,0.21255,1.5776,0.21255,114.54,71.103,2.4391,0.2397,0.19498,2.9655,0.27796,24552.0,0.21105,0.30439,0.78895,0.0,82.525,4.4229,b'0'
0.31717,0.70641,0.29359,1.4156,-0.30591,0.35411,0.41562,2.8401,0.29359,0.36361,0.50129,0.13507,0.35411,672.15,0.54303,1.4156,0.35411,0.12468,3.7737,0.36361,0.11168,0.018245,0.49074,2.2591,0.24873,0.12803,3.5058,3.5058,0.36361,2.8401,0.29359,0.12803,-7.7958e-06,0.12803,128.52,124.74,1.3741,0.33412,0.11764,1.4156,0.70641,53.313,0.12803,1.0803,0.87532,0.0,90.785,4.0205,b'0'
-0.12309,1.0533,-0.066225,0.90148,-0.16433,-0.12309,-0.067076,0.97345,-0.070649,-0.12309,-0.18312,-0.098778,-0.12309,-4454.0,-0.08195,0.94942,-0.12309,-0.14086,45.478,-0.031876,-0.14086,-0.070649,-0.08195,4.9205,1.1516,-0.14086,1.3354,-0.030263,-0.031876,0.87671,0.31044,-0.036478,0.079382,-0.036478,230.82,185.35,0.73951,-0.06865,-0.078562,0.57531,0.67219,-5515.1,-0.027277,1.7423,1.0273,-5.394,280.77,1.3,b'0'
-0.17328,1.1372,-0.41881,0.46281,-1.0985,-0.17328,-0.1524,0.95288,-0.17332,-0.17328,-0.22226,-0.062766,-0.17328,-3828.6,-0.095335,0.87932,-0.17328,-0.10032,28.189,-0.060767,-0.10032,-0.17332,-0.095335,4.027,0.61804,-0.10032,2.3252,-0.053434,-0.060767,1.7876,0.1843,-0.035179,0.11075,-0.035179,57.997,29.808,0.29169,-0.12563,-0.072729,0.31727,0.77962,-4456.4,-0.049446,0.99979,1.0494,-2.0634,164.74,2.2156,b'0'
0.059889,0.73053,0.058091,1.0806,0.10819,0.06753,0.31637,1.0386,0.23112,0.06753,0.093642,0.052202,0.06753,3334.1,0.10947,1.3689,0.06753,0.044079,57.221,0.056192,0.039091,0.23112,0.099014,5.2875,0.47629,0.044079,2.0455,0.07692,0.056192,1.6321,0.2405,0.036679,0.089486,0.036679,170.28,113.06,0.74751,0.043748,0.028556,1.0667,0.72115,11261.0,0.03713,0.25912,0.96287,0.040596,171.81,2.1244,b'0'
0.11335,0.77366,0.25988,1.4329,0.4205,0.11335,0.29256,1.0424,0.22634,0.11335,0.18882,0.037135,0.11335,2331.6,0.15655,1.2926,0.11335,0.034755,43.353,0.13297,0.034755,0.22634,0.15655,4.3449,0.18665,0.034755,5.2118,0.17187,0.13297,3.3621,0.39969,0.040771,0.27639,0.040771,77.698,34.345,0.78761,0.12521,0.03839,1.1118,0.60031,5749.8,0.040701,0.50079,0.9593,0.76587,67.183,5.4329,b'0'
0.00091701,0.70893,0.049927,1.0891,-0.0094923,-0.00085981,0.41057,0.93881,0.29107,0.11395,-0.0015344,0.0094547,-0.00085981,29152.0,0.01252,1.4106,-0.00085981,-0.00091585,128.45,0.10345,0.00097678,0.11827,0.015027,5.1762,0.74725,0.031491,1.5162,1.1985,0.089179,0.93881,0.40925,0.094991,0.034058,0.1102,229.85,101.4,0.49948,0.093717,0.099825,0.86085,0.56036,7490.7,0.094991,0.0031505,1.0009,0.40603,217.86,1.6754,b'0'
0.22272,0.5594,0.13099,2.6057,0.0,0.22272,0.78762,0.60148,0.4406,0.22272,2.7301,0.37028,0.22272,916.78,0.39813,1.7876,0.22272,0.37028,0.0,0.0,0.37028,0.24415,0.39813,3.7068,0.78244,0.74199,5.4983,0.80181,0.0018534,0.60148,0.4406,0.0030815,1.0942,0.0,74.829,74.829,2.6057,0.0,0.0,0.37999,0.081578,666.82,0.25428,0.50549,0.74573,0.0,49.504,7.3731,b'0'
0.0044121,0.52042,0.21855,1.6486,0.047483,0.0077173,0.91355,1.0256,0.47543,0.0077173,0.022903,0.034639,0.0077173,3382.7,0.1079,1.9215,0.0077173,0.0047605,84.079,0.030656,0.0027216,0.47543,0.10155,4.0885,0.28482,0.0047605,4.6912,0.058907,0.030656,1.6294,0.65889,0.01891,0.2075,0.01891,109.33,25.253,0.54036,-0.017781,-0.010969,1.0674,0.33696,2679.3,0.024917,0.0092802,0.97508,0.38589,75.867,4.8111,b'0'
-0.074552,0.85816,-0.15893,0.78986,-0.011839,-0.091549,0.15048,1.0052,0.12913,-0.091549,-0.12105,-0.027832,-0.091549,-4975.5,-0.07336,1.1653,-0.091549,-0.040473,44.57,0.01308,-0.032959,0.12913,-0.053553,4.3163,0.36434,-0.040473,2.9752,0.015241,0.01308,2.2684,0.23099,0.0057824,0.045534,0.0057824,90.838,46.268,0.42466,-0.015515,-0.006859,0.69611,0.75631,-3292.2,0.0052107,-0.57732,0.99479,0.78879,122.04,2.9908,b'0'
0.15932,0.77702,0.20743,1.2676,0.0,0.15932,0.28697,2.2835,0.22298,0.40145,0.20557,0.070944,0.15932,1750.7,0.20849,1.287,0.15932,0.069772,36.866,0.2194,0.069772,0.12641,0.20849,4.0943,0.1825,0.069774,2.6628,2.656,0.21974,2.2835,0.22298,0.09623,0.4718,0.096079,98.592,61.727,0.97006,0.21672,0.094907,1.2644,0.77503,2577.6,0.09623,0.71452,0.93562,0.0,123.88,2.9463,b'0'
0.092797,0.58784,0.20958,1.364,0.24196,0.10219,0.63701,1.0516,0.37446,0.10219,0.1775,0.091436,0.10219,1765.7,0.20671,1.7011,0.10219,0.076894,19.951,0.056669,0.069827,0.37446,0.19074,4.9357,0.44148,0.076894,2.1951,0.096401,0.056669,1.3991,0.38659,0.042641,0.26278,0.042641,174.13,154.18,1.2379,0.037342,0.028099,1.3359,0.57571,18072.0,0.049061,0.24782,0.95094,0.032392,158.12,2.3084,b'0'
-0.010202,0.88331,-0.017909,0.97253,0.0092518,-0.0068342,0.1321,0.96868,0.11669,0.1418,-0.010481,0.025871,-0.0068342,12865.0,0.028371,1.1321,-0.0068342,-0.0070552,70.833,0.01423,-0.010532,-0.00095051,0.024558,3.9181,0.83018,-0.0012753,1.4667,1.0827,0.012326,0.96868,0.34179,0.012724,0.12136,0.01469,209.12,138.29,0.68423,-0.017665,-0.018236,0.71789,0.65203,-148.32,0.012724,-0.087434,1.0062,1.9291,245.69,1.4856,b'0'
-0.10384,1.2378,-0.2949,0.74749,-0.36705,-0.11558,-0.19209,2.2629,-0.23776,-0.052933,-0.098969,-0.042425,-0.11558,-4705.9,-0.077563,0.80791,-0.11558,-0.051077,46.982,-0.053441,-0.045886,-0.46617,-0.068073,4.1396,0.54339,-0.027397,1.9878,1.8756,-0.058589,2.2629,-0.21492,-0.025891,0.032721,-0.023616,134.64,87.659,0.49808,-0.073019,-0.032267,0.70527,1.1679,-4067.0,-0.025891,0.43672,1.0509,-0.096066,188.37,1.9377,b'0'
0.29627,0.22298,0.72657,4.9534,0.0,0.34429,3.4847,1.439,0.77702,0.34444,1.8734,0.26262,0.34429,215.36,1.6948,4.4847,0.34429,0.23926,33.851,0.29874,0.20588,0.76971,1.4795,3.8521,-0.2062,0.23927,6.4478,5.3143,0.25403,1.439,0.77702,0.17653,2.8955,0.2076,95.932,62.081,4.2272,0.26512,0.18424,4.0827,0.18378,5168.2,0.17653,0.38129,0.7755,0.0,46.616,7.83,b'0'
0.18646,0.27166,0.60666,3.2332,0.049914,0.18646,2.6811,3.3237,0.72834,0.19067,0.68638,0.074268,0.18646,401.69,0.90866,3.6811,0.18646,0.0561,50.694,0.18887,0.0561,0.23638,0.90866,3.3167,0.024968,0.057172,11.551,11.551,0.18571,3.3237,0.72834,0.055875,0.73352,0.056824,74.571,23.877,1.5339,0.12848,0.038656,3.2332,0.27166,1258.0,0.055875,0.25601,0.94402,0.0,29.833,12.235,b'0'
0.023714,0.025725,0.22403,10.814,-0.017155,0.023714,37.873,0.29501,0.97428,0.036728,1.0388,0.3001,0.023714,106.06,3.4415,38.873,0.023714,0.080383,0.0,0.03654,0.080383,0.87406,3.4415,4.5285,-0.54726,0.080411,11.321,10.046,0.036564,0.29501,0.97428,0.12394,8.2546,0.12386,72.279,72.279,10.814,-0.028278,-0.095856,9.5962,0.022829,7565.8,0.12394,0.02434,0.9198,0.0,28.245,12.923,b'0'
0.69365,0.21027,0.70697,4.485,0.43911,0.69365,3.7557,1.4097,0.78973,0.69447,3.4193,0.51127,0.69365,106.49,3.4277,4.7557,0.69365,0.49205,21.435,0.6891,0.49205,0.78973,3.4277,3.7064,0.024891,0.49205,3.5855,3.4592,0.68234,1.4097,0.78973,0.48402,0.86441,0.48883,190.17,168.73,4.0769,0.662,0.4696,4.327,0.20286,3595.9,0.48402,0.87833,0.51215,0.0,52.525,6.9491,b'0'
0.14313,0.23033,0.48528,3.3182,0.38035,0.173,3.0982,1.1504,0.71361,0.173,0.82642,0.16915,0.173,383.42,0.95196,4.3415,0.173,0.13345,68.567,0.16332,0.11041,0.71361,0.82227,4.8559,0.14821,0.13345,5.3829,0.70907,0.16332,1.3355,0.73461,0.12599,0.25247,0.12599,180.7,112.13,2.1549,0.11705,0.090296,3.0157,0.20934,34824.0,0.13074,0.20057,0.86926,0.029424,58.942,6.1925,b'0'
0.18586,0.14481,0.046994,1.3347,0.1513,0.19019,5.9058,1.0813,0.85519,0.19019,1.3546,1.1115,0.19019,243.95,1.4962,6.9058,0.19019,0.9757,205.25,0.19001,0.95351,0.85519,1.4664,3.6056,0.50606,0.9757,1.2839,1.3122,0.19001,0.37583,0.85959,0.9748,0.3399,0.9748,261.55,56.3,0.55404,0.16353,0.83896,1.2941,0.1404,189.5,0.075164,0.21733,0.92484,0.0051472,262.91,1.3883,b'0'
0.019365,0.77612,0.17692,1.2772,0.084281,0.025748,0.1959,1.0273,0.15204,0.025748,0.040337,0.02849,0.025748,4968.3,0.073466,1.2885,0.025748,0.012865,71.424,0.048834,0.0096763,0.15204,0.065242,5.0832,0.32326,0.012865,3.0518,0.062921,0.048834,2.0264,0.28983,0.024401,0.2157,0.024401,123.57,52.15,0.66365,0.017564,0.0087763,1.0504,0.63832,21428.0,0.026614,0.12737,0.97339,0.90632,116.42,3.1353,b'0'
0.045182,0.25257,-0.072365,0.49304,0.062022,0.064398,1.7099,1.1214,0.43188,0.064398,0.45115,0.18383,0.064398,909.61,0.40127,3.9592,0.064398,0.11681,2.4738,0.061628,0.081953,0.43188,0.32519,5.1611,0.4515,0.11681,3.4441,0.244,0.061628,0.56786,0.54171,0.11178,0.029602,0.11178,43.796,41.322,0.46686,0.024675,0.044756,0.27864,0.14274,-10486.0,0.10827,0.10462,0.89173,0.25432,94.503,3.8623,b'0'
0.019631,0.85614,-0.010309,0.98796,-0.1104,0.019631,0.11247,1.0259,0.096288,0.019631,0.02293,0.027697,0.019631,5391.5,0.067699,1.168,0.019631,0.0093809,18.598,0.049873,0.0093809,0.096288,0.067699,4.6395,0.40291,0.0093809,2.3826,0.058254,0.049873,2.0947,0.096288,0.023833,0.015361,0.023833,145.24,126.64,0.86341,0.011544,0.0055165,0.98796,0.85614,-449.53,0.025241,0.20388,0.97476,0.0,149.33,2.4443,b'0'
0.056004,0.46771,0.17808,1.3807,0.0,0.056004,1.1381,1.2763,0.53229,0.073938,0.11974,0.29872,0.056004,447.78,0.81514,2.1381,0.056004,0.043881,82.084,0.0,0.043881,0.48636,0.81514,4.1575,0.36313,0.10177,1.1851,1.1851,0.025367,1.2763,0.53229,0.019876,0.032766,0.0,180.31,98.222,0.76708,-0.32525,-0.25484,1.3807,0.46771,2559.0,0.5657,0.10521,0.46047,0.0,133.76,2.7288,b'0'
-0.1826,1.1543,-0.41573,0.58969,-0.014915,-0.20613,-0.13365,2.0859,-0.15427,-0.077256,-0.20344,-0.06454,-0.20613,-3129.5,-0.11663,0.86635,-0.20613,-0.098821,52.563,-0.077861,-0.087542,-0.19752,-0.096249,4.693,0.49644,-0.084442,2.146,1.8837,-0.088417,2.0859,-0.035782,-0.042388,0.12137,-0.037327,83.031,30.468,0.29322,-0.14937,-0.071608,0.51762,1.0132,-20501.0,-0.042388,1.1837,1.097,-0.76805,177.3,2.0587,b'0'
-0.10576,1.1276,-0.093909,0.88917,-0.19177,-0.10576,-0.13107,1.0452,-0.1478,-0.10576,-0.12481,-0.040462,-0.10576,-8366.0,-0.043629,0.88681,-0.10576,-0.08698,132.49,0.021127,-0.08698,-0.1478,-0.043629,4.3171,0.92368,-0.08698,1.373,0.018736,0.021127,1.2327,0.13251,0.017376,0.006579,0.017376,224.5,92.001,0.36828,-0.035432,-0.029141,0.66813,0.84732,-1949.1,0.043201,0.71552,0.9568,-1.8965,254.36,1.435,b'0'
-0.30751,1.2223,-0.65807,0.45903,-0.27367,-0.351,-0.18185,1.2705,-0.22226,-0.174,-0.28854,-0.2102,-0.351,-1670.5,-0.21849,0.81815,-0.351,-0.27628,52.94,-0.174,-0.24205,-0.22778,-0.18291,4.2579,0.90131,-0.27623,1.19,1.1844,-0.1772,1.2705,-0.22226,-0.13948,0.081639,-0.13696,131.9,78.956,0.30756,-0.25794,-0.20303,0.45686,1.2165,-11918.0,-0.13948,1.3835,1.2743,0.0,349.49,1.0444,b'0'
